,Searched,City,State,Lat,Lng,Restaurant,Category,Category 2,Category 3,Transactions
664,"Toms River township, New Jersey",Toms River,NJ,39.952247,-74.155453,Philly Philly Steaks,Cheesesteaks,Cocktail Bars,,"['delivery', 'pickup']"
665,"Toms River township, New Jersey",Toms River,NJ,39.9843240445866,-74.1805869607306,Chipotle Mexican Grill,Mexican,,,[]
666,"Toms River township, New Jersey",Toms River,NJ,39.962937,-74.189213,Boston Market,Comfort Food,,Sandwiches,['delivery']
667,"Toms River township, New Jersey",Toms River,NJ,39.95443,-74.16423,Toms River Diner,Diners,Pizza,,[]
668,"Toms River township, New Jersey",Toms River,NJ,39.997287,-74.211196,Cafe Diem,Food Trucks,,Vegan,[]
669,"Toms River township, New Jersey",Toms River,NJ,39.96231,-74.18776,La Cazuela De Doña Mary,Mexican,Bars,,['delivery']
670,"Toms River township, New Jersey",Toms River,NJ,39.9840344488621,-74.2102184146643,Lusia's Polish Deli,Delis,,,['delivery']
671,"Toms River township, New Jersey",Toms River,NJ,39.96898,-74.204,Bamboo Gardens II,Chinese,Noodles,,"['pickup', 'delivery']"
672,"Toms River township, New Jersey",Toms River,NJ,39.96591332120766,-74.20316645482721,Buffalo Wild Wings,American (Traditional),,Chicken Wings,['delivery']
673,"Toms River township, New Jersey",Toms River,NJ,39.9553336077584,-74.163936,Pizza & Panini,Pizza,Sports Bars,,[]
674,"Toms River township, New Jersey",Toms River,NJ,39.9637756264507,-74.1885378087508,Dunkin',Donuts,Asian Fusion,,['delivery']
675,"Toms River township, New Jersey",Toms River,NJ,39.954168,-74.19883,The Well Coffee & Eatery,Cafes,,,"['pickup', 'delivery']"
676,"Toms River township, New Jersey",Toms River,NJ,39.980034,-74.178206,Auntie Anne's Pretzels,Pretzels,Juice Bars & Smoothies,Bakeries,[]
677,"Toms River township, New Jersey",Toms River,NJ,40.0069694,-74.214993,Luigi's Original Pizza,Italian,Desserts,,['delivery']
678,"Toms River township, New Jersey",Toms River,NJ,40.0118537,-74.2167617,Rita's Italian Ice,Ice Cream & Frozen Yogurt,,Shaved Ice,"['pickup', 'delivery']"
679,"Toms River township, New Jersey",Toms River,NJ,39.9638431580007,-74.1890082836162,Checkers,Burgers,Vegan,,[]
680,"Toms River township, New Jersey",Toms River,NJ,39.9624601072829,-74.2027430919106,Yogurt City,Ice Cream & Frozen Yogurt,Salad,,['delivery']
681,"Toms River township, New Jersey",Toms River,NJ,39.95313,-74.1979,Bagel Bistro & Grill,Breakfast & Brunch,,,[]
682,"Toms River township, New Jersey",Toms River,NJ,39.981758,-74.177121,Applebee's Grill + Bar,American (Traditional),American (Traditional),Burgers,[]
683,"Toms River township, New Jersey",Toms River,NJ,39.9514452134838,-74.1529900193517,Wings and Things,Chicken Wings,,Wraps,['delivery']
684,"Toms River township, New Jersey",point pleasant beach,NJ,40.0911217,-74.051562,Lexylicious,Food Trucks,Burgers,Ice Cream & Frozen Yogurt,[]
685,"Toms River township, New Jersey",Toms River,NJ,39.956872,-74.169023,Taco Bell,Mexican,,,[]
686,"Toms River township, New Jersey",Toms River,NJ,39.962603,-74.201475,Moe's Southwest Grill,Tex-Mex,Desserts,,[]
687,"Toms River township, New Jersey",Toms River,NJ,39.964542,-74.185691,Christophers Pub,Bars,,,[]
688,"Toms River township, New Jersey",Toms River,NJ,39.9761897976092,-74.1809066666667,Frutta Bowls,Desserts,Breakfast & Brunch,,"['pickup', 'delivery']"
689,"Toms River township, New Jersey",Toms River,NJ,39.96232983,-74.183424,Pizza Hut,Pizza,Hot Dogs,Chicken Wings,['delivery']
690,"Toms River township, New Jersey",Toms River,NJ,39.968391418457,-74.2036819458008,El Campesino Mexican Restaurant,Mexican,,,"['pickup', 'delivery']"
691,"Toms River township, New Jersey",Toms River,NJ,40.0163154602051,-74.2208099365234,Wavershak's Deli,Delis,Distilleries,Burgers,['delivery']
692,"Toms River township, New Jersey",Toms River,NJ,39.962723,-74.184871,Popeyes Louisiana Kitchen,Fast Food,,,"['pickup', 'delivery']"
693,"Toms River township, New Jersey",Toms River,NJ,39.96368,-74.187923,Papa John's Pizza,Pizza,Bubble Tea,,['delivery']
694,"Toms River township, New Jersey",Toms River,NJ,39.96098,-74.183889,Kings Wok II,Chinese,Seafood,,['delivery']
695,"Toms River township, New Jersey",Toms River,NJ,39.982758,-74.177635,Sweetwaters Coffee & Tea Ocean County Mall,Coffee & Tea,,Ice Cream & Frozen Yogurt,['delivery']
696,"Toms River township, New Jersey",Toms River,NJ,39.9551897910281,-74.1646885871887,Wendy's,Burgers,Breakfast & Brunch,,['delivery']
697,"Toms River township, New Jersey",Toms River,NJ,39.964194,-74.198902,Manhattan Bagel,Bagels,American (New),,"['pickup', 'delivery']"
698,"Toms River township, New Jersey",Toms River,NJ,40.0059259682894,-74.2145957797766,RJ Sariling Atin,Filipino,Middle Eastern,,[]
699,"Toms River township, New Jersey",Toms River,NJ,40.007873,-74.216379,Dunkin',Coffee & Tea,Seafood,,['delivery']
700,"Livonia city, Michigan",Livonia,MI,42.368011,-83.402534,Time Out Bar & Grill,American (New),Vegetarian,,"['pickup', 'delivery']"
701,"Livonia city, Michigan",Livonia,MI,42.36831,-83.35655,Antonio's Piccolo Ristorante,Italian,,,[]
702,"Livonia city, Michigan",Livonia,MI,42.396649393161,-83.377047,So Delish,Bakeries,Vegetarian,,"['pickup', 'delivery']"
703,"Livonia city, Michigan",Livonia,MI,42.3978368,-83.3525252,Dale Yee Chow Mein,Chinese,,,[]
704,"Livonia city, Michigan",Livonia,MI,42.3984756,-83.3542404,Mama Vera's Pizzeria,Pizza,Wine Bars,,"['pickup', 'delivery']"
705,"Livonia city, Michigan",Livonia,MI,42.36836,-83.3482499,The Boneyard III,Barbeque,Cocktail Bars,,['delivery']
706,"Livonia city, Michigan",Livonia,MI,42.3969536,-83.3765106,The Bench Pub,Pubs,,Burgers,[]
707,"Livonia city, Michigan",Detroit,MI,42.31082,-83.09453,Detroit 75 Kitchen,Food Trucks,Tea Rooms,Sandwiches,"['delivery', 'restaurant_reservation', 'pickup']"
708,"Livonia city, Michigan",Livonia,MI,42.367462,-83.343143,Sports Locker Bar and Grill,Sports Bars,,,['delivery']
709,"Livonia city, Michigan",Livonia,MI,42.368686,-83.373168,Tim Hortons,Bakeries,,,['delivery']
710,"Livonia city, Michigan",Livonia,MI,42.37959,-83.4111099,Entenmann's Bakery,Bakeries,Sandwiches,,['delivery']
711,"Livonia city, Michigan",Livonia,MI,42.396682,-83.372673,Sam's Place Family Restaurant,Greek,Mediterranean,,"['delivery', 'pickup']"
712,"Livonia city, Michigan",Livonia,MI,42.368715,-83.384135,New China Moon,Cantonese,Arcades,,['delivery']
713,"Livonia city, Michigan",Livonia,MI,42.3978653,-83.3515091,Korca's Coney Island,Breakfast & Brunch,,,['delivery']
714,"Livonia city, Michigan",Livonia,MI,42.4269948,-83.355552,Weldon's Pasties,Bakeries,Barbers,,['delivery']
715,"Livonia city, Michigan",Livonia,MI,42.3675751,-83.3997515,Mai Garlic Thai,Thai,,,['delivery']
716,"Livonia city, Michigan",Livonia,MI,42.426905,-83.370089,The Breakfast Club Livonia,Breakfast & Brunch,Burgers,,"['delivery', 'pickup']"
717,"Livonia city, Michigan",Livonia,MI,42.3968792762338,-83.349985,Tropical Smoothie Cafe,Juice Bars & Smoothies,Seafood,,['delivery']
718,"Livonia city, Michigan",Livonia,MI,42.412574,-83.373106,livonia breakfast club,Breakfast & Brunch,"Beer, Wine & Spirits",,"['delivery', 'pickup']"
719,"Livonia city, Michigan",Livonia,MI,42.427331,-83.39972,George Murphy's At the Creek,Burgers,Dive Bars,Pizza,['delivery']
720,"Livonia city, Michigan",Livonia,MI,42.4104804992676,-83.4101409912109,Big Boy,American (Traditional),,,"['delivery', 'pickup']"
721,"Livonia city, Michigan",Livonia,MI,42.4268100367669,-83.370699459269,Maya Cocina Mexicana,Mexican,,,[]
722,"Livonia city, Michigan",Livonia,MI,42.396053,-83.37668,Hungry Howie's Pizza,Pizza,American (Traditional),,[]
723,"Livonia city, Michigan",Livonia,MI,42.409436,-83.4107349,Kerby's Koney Island,Diners,Breakfast & Brunch,,"['delivery', 'pickup']"
724,"Livonia city, Michigan",Livonia,MI,42.389169,-83.377439,Livonia Spree,Local Flavor,Soup,,['delivery']
725,"Livonia city, Michigan",Livonia,MI,42.426258,-83.370053,Jet's Pizza,Pizza,Cheese Shops,,['delivery']
726,"Livonia city, Michigan",Livonia,MI,42.412344,-83.373149,Baskin-Robbins,Ice Cream & Frozen Yogurt,Salad,,['delivery']
727,"Livonia city, Michigan",Livonia,MI,42.427407,-83.3415153622627,Sonic Drive-In,Fast Food,Irish,Ice Cream & Frozen Yogurt,"['delivery', 'pickup']"
728,"Livonia city, Michigan",Livonia,MI,42.398022,-83.353278,Tim Hortons,Coffee & Tea,Pizza,,[]
729,"Livonia city, Michigan",Livonia,MI,42.427203,-83.39827,Fox Creek Golf Course,Golf,,,[]
730,"Livonia city, Michigan",Livonia,MI,42.3983192,-83.3548203,Honey Baked Ham Company,Meat Shops,,Delis,['delivery']
731,"Livonia city, Michigan",Livonia,MI,42.3682149,-83.3840768,Tubby's Sub Shops,Sandwiches,Barbeque,,[]
732,"Livonia city, Michigan",Livonia,MI,42.412136,-83.372715,Papa John's Pizza,Pizza,Specialty Food,,[]
733,"Livonia city, Michigan",Livonia,MI,42.4262962,-83.3741379,Hellenic Market & Bakery,Bakeries,,,"['delivery', 'pickup']"
734,"Livonia city, Michigan",Livonia,MI,42.4273264352751,-83.3397216929628,Tropical Smoothie Cafe,Juice Bars & Smoothies,Burgers,,[]
735,"Livonia city, Michigan",Livonia,MI,42.368306241681,-83.3513285592198,Toarmina's Pizza,Pizza,Bars,,"['delivery', 'pickup']"
736,"Livonia city, Michigan",Livonia,MI,42.4305839877453,-83.3699895995069,Jaycee  Park,Parks,,,"['pickup', 'delivery']"
737,"Livonia city, Michigan",Livonia,MI,42.3679929,-83.370266,Jimmy John's,Sandwiches,Bars,Fast Food,[]
738,"Livonia city, Michigan",Detroit,MI,42.3738403320312,-83.1350021362305,Shredderz Food Truck,Food Trucks,,Breakfast & Brunch,"['pickup', 'delivery']"
739,"Livonia city, Michigan",Livonia,MI,42.369464,-83.352735,Taco Bell,Fast Food,,,"['pickup', 'delivery']"
740,"Livonia city, Michigan",Livonia,MI,42.368,-83.38197,Subway,Sandwiches,Arcades,,[]
741,"Livonia city, Michigan",Detroit,MI,42.33693,-83.30484,Impasto - Italian Inspired Wraps,Food Trucks,,Wraps,['delivery']
742,"Livonia city, Michigan",Livonia,MI,42.381417,-83.373395,KFC,Fast Food,Sandwiches,Chicken Shop,[]
743,"Livonia city, Michigan",Livonia,MI,42.367891181851,-83.372659733984,Speedway,Gas Stations,Cocktail Bars,Coffee & Tea,['delivery']
744,"Livonia city, Michigan",Livonia,MI,42.38136,-83.36754,Panera Bread,Sandwiches,,Soup,['delivery']
745,"Livonia city, Michigan",Livonia,MI,42.3924865722656,-83.3339920043945,City of Livonia,Local Flavor,Parks,,"['pickup', 'delivery']"
746,"Livonia city, Michigan",Livonia,MI,42.3968071,-83.4014082,Little Caesars Pizza,Pizza,Seafood,,['delivery']
747,"Livonia city, Michigan",Livonia,MI,42.3675613,-83.4002914,Quiznos,Sandwiches,American (Traditional),,['delivery']
748,"Livonia city, Michigan",Livonia,MI,42.3678817749023,-83.3803482055664,Plymouth Roadhouse,Dive Bars,Bars,,['delivery']
749,"Livonia city, Michigan",Livonia,MI,42.4281834,-83.37575,McDonald's,Fast Food,,Coffee & Tea,"['pickup', 'delivery']"
750,"West Allis city, Wisconsin",West Allis,WI,43.0162199,-88.0266,Jet's Pizza,Pizza,Poke,,['delivery']
751,"West Allis city, Wisconsin",Milwaukee,WI,43.04932,-87.98343,Wy'east Pizza,Pizza,Sandwiches,,[]
752,"West Allis city, Wisconsin",Wauwatosa,WI,43.049377,-88.0072645,Pizzeria Piccola,Pizza,Breakfast & Brunch,,['delivery']
753,"West Allis city, Wisconsin",West Milwaukee,WI,43.0197688985516,-87.9742575380287,Siam Thai,Thai,Diners,,"['pickup', 'delivery']"
754,"West Allis city, Wisconsin",Milwaukee,WI,43.03677,-87.98833,Milwaukee Steakhouse,Steakhouses,,,"['delivery', 'pickup']"
755,"West Allis city, Wisconsin",Milwaukee,WI,43.00233,-87.997634,Happy Tap,Bars,,,[]
756,"West Allis city, Wisconsin",Milwaukee,WI,43.0029197,-87.9886591,Corvina Wine Company,"Beer, Wine & Spirits",,,[]
757,"West Allis city, Wisconsin",West Allis,WI,43.009989,-87.986948,Bari Pizzeria,Pizza,Waffles,Sandwiches,[]
758,"West Allis city, Wisconsin",Milwaukee,WI,43.036979675293,-87.9794540405273,Kelly's Bleachers,Sports Bars,,,['delivery']
759,"West Allis city, Wisconsin",Wauwatosa,WI,43.0500845279371,-88.0085670948029,Lucky Joe's Tosa,Cocktail Bars,,Tapas Bars,['delivery']
760,"West Allis city, Wisconsin",Milwaukee,WI,42.9831233,-87.9772299,Maria's Pizzaria,Pizza,,,"['delivery', 'pickup']"
761,"West Allis city, Wisconsin",Milwaukee,WI,43.002513885498,-87.9995956420898,Filippo's Italian Restaurant,Italian,Sushi Bars,Sandwiches,[]
762,"West Allis city, Wisconsin",Milwaukee,WI,43.003069659266,-87.991372422994,Jonny Hammers,Sports Bars,Fast Food,Pizza,['delivery']
763,"West Allis city, Wisconsin",Milwaukee,WI,43.0061899,-88.00697,Flappers,Cocktail Bars,,,['delivery']
764,"West Allis city, Wisconsin",Milwaukee,WI,43.04347,-87.98274,Saz's State House,American (Traditional),,Comfort Food,[]
765,"West Allis city, Wisconsin",Milwaukee,WI,43.0363828,-87.9862273,McGinn's,Sports Bars,Wine Bars,,[]
766,"West Allis city, Wisconsin",Wauwatosa,WI,43.04673,-87.99759,China East,Chinese,Bike Repair/Maintenance,,['delivery']
767,"West Allis city, Wisconsin",Milwaukee,WI,43.04966,-87.98713,Neighborhood Draft,American (New),,,['delivery']
768,"West Allis city, Wisconsin",Milwaukee,WI,43.05022,-87.98729,Cold Spoons Gelato,Ice Cream & Frozen Yogurt,,,[]
769,"West Allis city, Wisconsin",West Allis,WI,43.0165634531724,-88.0044093417916,Mis Suenos,Tacos,American (Traditional),,"['delivery', 'pickup']"
770,"West Allis city, Wisconsin",West Allis,WI,42.99508,-88.0181,Michael's Family Restaurant,American (Traditional),Beer Gardens,,[]
771,"West Allis city, Wisconsin",West Allis,WI,43.0110089557515,-88.0078858255242,Marco's Pizza,Pizza,Sushi Bars,,"['delivery', 'pickup']"
772,"West Allis city, Wisconsin",Milwaukee,WI,43.0243991,-87.9179953,Mazorca Tacos,Tacos,,,"['delivery', 'pickup']"
773,"West Allis city, Wisconsin",Wauwatosa,WI,43.05028,-88.0061799,Anodyne Coffee Roasting Co,Coffee Roasteries,Bars,,"['delivery', 'pickup']"
774,"West Allis city, Wisconsin",Milwaukee,WI,43.0263481,-88.0068283,Liquid Johnny's,Bars,,Pizza,"['delivery', 'pickup']"
775,"West Allis city, Wisconsin",Milwaukee,WI,43.0163910984993,-88.0307777971029,Havana Lounge & Cigar,Tobacco Shops,Dominican,,[]
776,"West Allis city, Wisconsin",West Allis,WI,43.006395176053,-87.9995012283325,Randy's Neighbor's Inn,Fish & Chips,Fast Food,,"['pickup', 'delivery']"
777,"West Allis city, Wisconsin",Milwaukee,WI,43.0369699,-87.9796999,J&B's Blue Ribbon Bar and Grill,Sports Bars,,Venues & Event Spaces,['delivery']
778,"West Allis city, Wisconsin",West Allis,WI,43.00238,-88.02631,"Binary: Games, Food & Spirits",Bars,,,"['pickup', 'delivery']"
779,"West Allis city, Wisconsin",Milwaukee,WI,42.988559,-88.02614,Caterina's,Italian,Soul Food,,[]
780,"West Allis city, Wisconsin",Wauwatosa,WI,43.04889,-88.00978,Firefly Tosa,American (New),,,"['pickup', 'delivery']"
781,"West Allis city, Wisconsin",Milwaukee,WI,43.0330597198069,-87.9836988884252,Eat Cake,Bakeries,,,[]
782,"West Allis city, Wisconsin",Milwaukee,WI,43.0163269042969,-88.0138778686523,Senor Sol,Mexican,Bars,,['delivery']
783,"West Allis city, Wisconsin",Wauwatosa,WI,43.049498,-88.0085401,Buckatabon Tavern & Supper Club,Supper Clubs,,Bars,"['pickup', 'delivery']"
784,"West Allis city, Wisconsin",Milwaukee,WI,43.0497235,-87.98567983,Charles E Fromage,Beer Bar,Diners,Salad,"['pickup', 'delivery']"
785,"West Allis city, Wisconsin",West Allis,WI,43.0163335127399,-88.0149051001935,Bar West,Bars,,Breakfast & Brunch,"['pickup', 'delivery']"
786,"West Allis city, Wisconsin",Wauwatosa,WI,43.047787,-88.003807,Hart Park,Parks,,,['delivery']
787,"West Allis city, Wisconsin",Milwaukee,WI,43.018411,-87.981375,National Pizza Pub and Grille,Pizza,,Sports Bars,['delivery']
788,"West Allis city, Wisconsin",Wauwatosa,WI,43.049103,-88.005583,MOD Pizza,Fast Food,,,"['pickup', 'delivery']"
789,"West Allis city, Wisconsin",Milwaukee,WI,43.04915,-87.97629,Caradaro Club,Pizza,,,['delivery']
790,"West Allis city, Wisconsin",West Allis,WI,43.01301,-88.0015899,Braun's Power House,Bars,Seafood,Tacos,['delivery']
791,"West Allis city, Wisconsin",West Allis,WI,43.006588,-87.998403,Station No. 06,Cocktail Bars,,Coffee & Tea,['delivery']
792,"West Allis city, Wisconsin",Milwaukee,WI,42.98807,-87.98733,Crispy and Grill,American (Traditional),,Burgers,"['delivery', 'pickup']"
793,"West Allis city, Wisconsin",Wauwatosa,WI,43.05033167,-88.00631,Niemann's Candies,Desserts,,,['delivery']
794,"West Allis city, Wisconsin",Milwaukee,WI,43.03559,-88.02682,La Fuente,Mexican,,,[]
795,"West Allis city, Wisconsin",West Allis,WI,43.01690167,-88.00371967,Steakhouse100,Steakhouses,Caterers,,"['delivery', 'pickup']"
796,"West Allis city, Wisconsin",Wauwatosa,WI,43.0500757,-87.9876749,Highlands Cafe,Cafes,Bars,Breakfast & Brunch,"['delivery', 'pickup']"
797,"West Allis city, Wisconsin",Wauwatosa,WI,43.0488586425781,-88.0045013427734,Colonel Hart's,Sports Bars,Irish,,"['delivery', 'pickup']"
798,"West Allis city, Wisconsin",West Allis,WI,43.0100399,-87.98653,Goldcoast Subs,Sandwiches,,,"['delivery', 'pickup']"
799,"West Allis city, Wisconsin",Milwaukee,WI,43.0163345336914,-88.0131149291992,State Fair Inn,Lounges,Mexican,Cocktail Bars,"['delivery', 'pickup']"
800,"Hudson County, New Jersey",Jersey City,NJ,40.7198691203964,-74.0469762732323,The Kitchen Step,Desserts,,American (New),['delivery']
801,"Hudson County, New Jersey",Jersey City,NJ,40.7205996367127,-74.0469315376866,Wonder Bagels,Bagels,Italian,,[]
802,"Hudson County, New Jersey",Jersey City,NJ,40.7117091,-74.062755,The Grind Shop,Coffee & Tea,,,[]
803,"Hudson County, New Jersey",Jersey City,NJ,40.723461,-74.070194,Carvao BBQ,Bars,,Barbeque,['delivery']
804,"Hudson County, New Jersey",Jersey City,NJ,40.721315204191,-74.045283556493,The Archer,Cocktail Bars,,,"['delivery', 'pickup']"
805,"Hudson County, New Jersey",Jersey City,NJ,40.73503,-74.0624069,Vaibhav Indian Spice Journey,Indian,,Halal,['delivery']
806,"Hudson County, New Jersey",Jersey City,NJ,40.72285,-74.04942,Diesel and Duke,Burgers,Steakhouses,,[]
807,"Hudson County, New Jersey",Jersey City,NJ,40.74173,-74.052106,Rizzo Bakery,Bakeries,,,"['delivery', 'pickup']"
808,"Hudson County, New Jersey",Jersey City,NJ,40.7186723130924,-74.0419214298909,Latham House,American (Traditional),,,['delivery']
809,"Hudson County, New Jersey",Jersey City,NJ,40.7213095265887,-74.0456302242358,Miso Ramen,Ramen,,,['delivery']
810,"Hudson County, New Jersey",Jersey City,NJ,40.71083,-74.06228,Harry's Daughter,Caribbean,American (Traditional),Cocktail Bars,['delivery']
811,"Hudson County, New Jersey",Jersey City,NJ,40.717490533191,-74.0729264946894,O'LaLa Empanadas,Latin American,Desserts,Empanadas,['delivery']
812,"Hudson County, New Jersey",Jersey City,NJ,40.72164,-74.04574,Saigon Cafe,Vietnamese,Tex-Mex,Soup,['delivery']
813,"Hudson County, New Jersey",Jersey City,NJ,40.75567,-74.04607,Bang Cookies,Bakeries,Salad,Food Stands,['delivery']
814,"Hudson County, New Jersey",Jersey City,NJ,40.723524,-74.07016,Ita Italian Kitchen,Pizza,Delis,Wine Bars,[]
815,"Hudson County, New Jersey",Jersey City,NJ,40.7299773848248,-74.0650781984882,Spice Spirit,Szechuan,American (Traditional),,['delivery']
816,"Hudson County, New Jersey",Jersey City,NJ,40.7200279,-74.0433197,Roman Nose,Italian,,,['delivery']
817,"Hudson County, New Jersey",Jersey City,NJ,40.73417,-74.08071,Wonder Bagels,Bagels,,,['delivery']
818,"Hudson County, New Jersey",Jersey City,NJ,40.725399017334,-74.0687713623047,McGinley Square Pub,Pubs,American (Traditional),,[]
819,"Hudson County, New Jersey",Jersey City,NJ,40.71612,-74.04636,Cocoa Bakery,Bakeries,,Cupcakes,['delivery']
820,"Hudson County, New Jersey",Jersey City,NJ,40.72122,-74.04615,Koro Koro,Japanese,,Cafes,[]
821,"Hudson County, New Jersey",Jersey City,NJ,40.7204665872675,-74.0428332530666,Alex's Italian Restaurant & Brick Oven Pizza,Italian,,,['delivery']
822,"Hudson County, New Jersey",Jersey City,NJ,40.703596,-74.054354,Liberty State Park,Parks,,,"['pickup', 'delivery']"
823,"Hudson County, New Jersey",Jersey City,NJ,40.725021,-74.077462,My Mexico,Food Trucks,Fast Food,,['delivery']
824,"Hudson County, New Jersey",Jersey City,NJ,40.7208454812052,-74.0450423558197,Barcade,Bars,,Arcades,['delivery']
825,"Hudson County, New Jersey",Jersey City,NJ,40.7351,-74.06254,Monteleone Bakery,Bakeries,American (Traditional),,[]
826,"Hudson County, New Jersey",Jersey City,NJ,40.75218,-74.04531,Rumba's Cafe,Cuban,,,['delivery']
827,"Hudson County, New Jersey",Jersey City,NJ,40.721858,-74.044181,Tacoria,Tacos,Juice Bars & Smoothies,,['delivery']
828,"Hudson County, New Jersey",Jersey City,NJ,40.72339,-74.04993,POKAY,Poke,Breakfast & Brunch,Hawaiian,['delivery']
829,"Hudson County, New Jersey",Jersey City,NJ,40.7216329213934,-74.0476842694786,Gringo's,Mexican,,Bars,['delivery']
830,"Hudson County, New Jersey",Jersey City,NJ,40.71919,-74.08307,Thanh Huong Restaurant,Vietnamese,,,[]
831,"Hudson County, New Jersey",Jersey City,NJ,40.72123,-74.04592,Pet Shop,Bars,,Vegan,['delivery']
832,"Hudson County, New Jersey",Jersey City,NJ,40.74504,-74.04396,Modcup Coffee,Coffee & Tea,Sports Bars,,"['pickup', 'delivery']"
833,"Hudson County, New Jersey",Jersey City,NJ,40.7286797,-74.0804825,Super Hero Sub Shop,Delis,,,"['pickup', 'delivery']"
834,"Hudson County, New Jersey",Jersey City,NJ,40.7291896348333,-74.0433894140167,New Thanh Hoai,Vietnamese,Coffee & Tea,Soup,"['pickup', 'delivery']"
835,"Hudson County, New Jersey",Jersey City,NJ,40.7209,-74.07066,Baonanas,Desserts,,,[]
836,"Hudson County, New Jersey",Jersey City,NJ,40.7461132,-74.0445555,Dark Side Of The Moo,American (Traditional),,,[]
837,"Hudson County, New Jersey",Jersey City,NJ,40.72334,-74.049829,Gia Gelato & Cafe,Gelato,Fast Food,Breakfast & Brunch,['delivery']
838,"Hudson County, New Jersey",Jersey City,NJ,40.7354965,-74.0648916,Mithaas Jersey City,Indian,Pizza,,[]
839,"Hudson County, New Jersey",Jersey City,NJ,40.715132087537,-74.04667189924,Zeppelin Hall,American (Traditional),,German,['delivery']
840,"Hudson County, New Jersey",Jersey City,NJ,40.7209453944042,-74.0465693799559,Pasta Dal Cuore,Pasta Shops,Desserts,,[]
841,"Hudson County, New Jersey",Jersey City,NJ,40.73476,-74.06018,Max's Restaurant - Jersey City,Filipino,Fast Food,,"['pickup', 'delivery']"
842,"Hudson County, New Jersey",Jersey City,NJ,40.73059,-74.05612,Larry & Joe's Pizzeria,Pizza,,,"['delivery', 'pickup']"
843,"Hudson County, New Jersey",Jersey City,NJ,40.73144,-74.06742,City Cafe & Bakery,Cafes,,Coffee & Tea,"['delivery', 'pickup']"
844,"Hudson County, New Jersey",Jersey City,NJ,40.71042,-74.06105,Mordi's Sandwich Shop,Sandwiches,,Burgers,"['delivery', 'pickup']"
845,"Hudson County, New Jersey",Jersey City,NJ,40.73596,-74.06606,Chaska Fine Indian Cuisine,Indian,Sports Bars,,[]
846,"Hudson County, New Jersey",Jersey City,NJ,40.73428,-74.0591,Mezcal Kitchen JC,Mexican,Sandwiches,,[]
847,"Hudson County, New Jersey",Jersey City,NJ,40.7180595397949,-74.0745620727539,Corgi Spirits,Distilleries,Desserts,,"['delivery', 'pickup']"
848,"Hudson County, New Jersey",Jersey City,NJ,40.7210499372382,-74.046322,Choc O Pain JC,Bakeries,Fast Food,Desserts,"['delivery', 'pickup']"
849,"Hudson County, New Jersey",Jersey City,NJ,40.7202578,-74.0443068,South House Bar & Restaurant,Southern,,Music Venues,[]
850,"O'Fallon city, Missouri",O Fallon,MO,38.77963,-90.70057,Crazy Bowls & Wraps,Salad,Mexican,,[]
851,"O'Fallon city, Missouri",O'Fallon,MO,38.7806743753981,-90.6993190784294,Menchie's Frozen Yogurt,Ice Cream & Frozen Yogurt,,,['delivery']
852,"O'Fallon city, Missouri",O'Fallon,MO,38.796849509891246,-90.70874020457272,Fort Zumwalt Park,Parks,,,"['delivery', 'pickup']"
853,"O'Fallon city, Missouri",O'Fallon,MO,38.7850927,-90.6991246133,Oberweis Ice Cream and Dairy Store,Ice Cream & Frozen Yogurt,Juice Bars & Smoothies,,"['delivery', 'pickup']"
854,"O'Fallon city, Missouri",O'Fallon,MO,38.794436,-90.69803,St. Louis Bread,Sandwiches,,Soup,"['delivery', 'pickup']"
855,"O'Fallon city, Missouri",O'Fallon,MO,38.741229,-90.70484,Pheasant Run Golf Course,Golf,Italian,,['delivery']
856,"O'Fallon city, Missouri",O'Fallon,MO,38.78089,-90.699106,Starbucks,Coffee & Tea,,,['delivery']
857,"O'Fallon city, Missouri",O Fallon,MO,38.781314,-90.700701,Potbelly Sandwich Shop,Sandwiches,Breakfast & Brunch,Fast Food,"['delivery', 'pickup']"
858,"O'Fallon city, Missouri",O'Fallon,MO,38.7768173,-90.69917009042,Buffalo Wild Wings,Chicken Wings,Chicken Wings,American (Traditional),"['delivery', 'pickup']"
859,"O'Fallon city, Missouri",O'Fallon,MO,38.7851858,-90.6991076,That Burger Joint,Burgers,,Hot Dogs,"['delivery', 'pickup']"
860,"O'Fallon city, Missouri",O'Fallon,MO,38.77305,-90.69952,The Pasta House,Italian,,,['delivery']
861,"O'Fallon city, Missouri",O'Fallon,MO,38.800049,-90.699508,McAlister's Deli,Salad,,Sandwiches,['delivery']
862,"O'Fallon city, Missouri",O'Fallon,MO,38.792711,-90.694732,Culver's,Fast Food,Desserts,Burgers,['delivery']
863,"O'Fallon city, Missouri",OFallon,MO,38.7937,-90.6995,Applebee's Grill + Bar,American (Traditional),Fast Food,Burgers,"['delivery', 'pickup']"
864,"O'Fallon city, Missouri",O'Fallon,MO,38.801961,-90.71213917,Back Door Comedy And Events,Comedy Clubs,,Tapas Bars,"['delivery', 'pickup']"
865,"O'Fallon city, Missouri",O Fallon,MO,38.7742040845909,-90.7012889134145,Show-Me's,Chicken Wings,,American (Traditional),['delivery']
866,"O'Fallon city, Missouri",O Fallon,MO,38.7935233790305,-90.6972501264759,Golden Corral - O Fallon,American (Traditional),Grocery,,"['delivery', 'pickup']"
